company,drug_name,submission_type,submission_number,submission_status,submission_status_date,submission_class_code
LANNETT CO INC,METADATE ER,SUPPL,19,AP,20210609,LABELING
LANNETT CO INC,METADATE ER,SUPPL,2,AP,20021009,LABELING
SUN PHARM INDS INC,BENZONATATE,SUPPL,5,AP,20110426,LABELING
SUN PHARM INDS INC,BENZONATATE,ORIG,1,AP,20080319,
VINTAGE PHARMS,PROPOXYPHENE HYDROCHLORIDE,ORIG,1,AP,20090717,
MERCK,PRIMAXIN,SUPPL,9,AP,19961002,LABELING
MERCK,PRIMAXIN,SUPPL,7,AP,19921123,LABELING
MERCK,PRIMAXIN,SUPPL,35,AP,20090826,LABELING
MERCK,PRIMAXIN,SUPPL,27,AP,20070322,LABELING
MERCK,PRIMAXIN,SUPPL,5,AP,19931104,LABELING
MERCK,PRIMAXIN,SUPPL,19,AP,20020528,MANUF (CMC)
MERCK,PRIMAXIN,SUPPL,33,AP,20080508,LABELING
MERCK,PRIMAXIN,SUPPL,17,AP,20011130,LABELING
MERCK,PRIMAXIN,SUPPL,1,AP,19910826,MANUF (CMC)
MERCK,PRIMAXIN,SUPPL,23,AP,20040520,LABELING
MERCK,PRIMAXIN,SUPPL,15,AP,19990204,LABELING
MERCK,PRIMAXIN,SUPPL,21,AP,20030304,LABELING
MERCK,PRIMAXIN,SUPPL,11,AP,19970109,LABELING
MERCK,PRIMAXIN,SUPPL,8,AP,19940624,LABELING
MERCK,PRIMAXIN,SUPPL,28,AP,20080328,LABELING
MERCK,PRIMAXIN,SUPPL,6,AP,19921123,LABELING
MERCK,PRIMAXIN,SUPPL,26,AP,20060804,LABELING
MERCK,PRIMAXIN,SUPPL,18,AP,20010829,MANUF (CMC)
MERCK,PRIMAXIN,SUPPL,2,AP,19931104,LABELING
MERCK,PRIMAXIN,SUPPL,16,AP,20000410,MANUF (CMC)
MERCK,PRIMAXIN,SUPPL,14,AP,19970630,LABELING
MERCK,PRIMAXIN,SUPPL,12,AP,19950427,MANUF (CMC)
MERCK,PRIMAXIN,SUPPL,10,AP,19940927,MANUF (CMC)
MERCK,PRIMAXIN,ORIG,1,AP,19901214,TYPE 3
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,18,AP,20001208,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,9,AP,19940113,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,5,AP,19930216,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,12,AP,19951215,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,3,AP,19901107,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,1,AP,19881108,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,10,AP,19950127,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,8,AP,19931119,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,ORIG,1,AP,19880929,
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,15,AP,19971229,MANUF (CMC)
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,6,AP,19940318,LABELING
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,13,AP,19970716,LABELING
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,11,AP,19960322,LABELING
WATSON LABS INC,NAFCILLIN SODIUM,SUPPL,2,AP,19881207,MANUF (CMC)
MEITHEAL,IDARUBICIN HYDROCHLORIDE,SUPPL,27,AP,20200427,LABELING
MEITHEAL,IDARUBICIN HYDROCHLORIDE,SUPPL,19,AP,20111122,LABELING
MEITHEAL,IDARUBICIN HYDROCHLORIDE,SUPPL,33,AP,20220127,LABELING
MEITHEAL,IDARUBICIN HYDROCHLORIDE,ORIG,1,AP,20020501,
MEITHEAL,IDARUBICIN HYDROCHLORIDE,SUPPL,34,AP,20230327,LABELING
MEITHEAL,IDARUBICIN HYDROCHLORIDE,SUPPL,30,AP,20200427,LABELING
CHARTWELL RX,CEFADROXIL,SUPPL,2,AP,20080818,LABELING
CHARTWELL RX,CEFADROXIL,ORIG,1,AP,20060918,
CHARTWELL RX,CEFADROXIL,SUPPL,1,AP,20080225,LABELING
AM REGENT,DROPERIDOL,SUPPL,4,AP,19960228,MANUF (CMC)
AM REGENT,DROPERIDOL,SUPPL,2,AP,19950526,MANUF (CMC)
AM REGENT,DROPERIDOL,SUPPL,7,AP,19980702,MANUF (CMC)
AM REGENT,DROPERIDOL,SUPPL,5,AP,19950217,LABELING
AM REGENT,DROPERIDOL,SUPPL,3,AP,19941011,MANUF (CMC)
AM REGENT,DROPERIDOL,SUPPL,22,AP,20230221,LABELING
AM REGENT,DROPERIDOL,SUPPL,12,AP,20020110,LABELING
AM REGENT,DROPERIDOL,ORIG,1,AP,19881024,
AM REGENT,DROPERIDOL,SUPPL,8,AP,19990325,MANUF (CMC)
HOSPIRA,AMIODARONE HYDROCHLORIDE,ORIG,1,AP,20021015,
RISING,LABETALOL HYDROCHLORIDE,ORIG,1,AP,19991129,
ACTAVIS LABS FL INC,FLUTAMIDE,SUPPL,1,AP,20020905,LABELING
ACTAVIS LABS FL INC,FLUTAMIDE,ORIG,1,AP,20010918,
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,18,AP,19750923,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,32,AP,19780620,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,85,AP,19910215,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,24,AP,19760617,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,77,AP,19850415,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,91,AP,19940218,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,16,AP,19750917,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,30,AP,19780228,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,69,AP,19850828,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,83,AP,19890112,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,22,AP,19760102,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,67,AP,19850124,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,81,AP,19870528,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,20,AP,19760105,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,59,AP,19820416,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,73,AP,19840922,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,65,AP,19820216,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,57,AP,19811221,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,108,AP,20151223,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,63,AP,19811120,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,106,AP,20150112,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,47,AP,19800530,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,61,AP,19820603,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,39,AP,19781020,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,53,AP,19810121,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,45,AP,19800807,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,98,AP,20040602,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,37,AP,19780802,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,51,AP,19800806,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,29,AP,19771214,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,43,AP,19800628,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,96,AP,20010814,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,35,AP,19780425,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,27,AP,19770207,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,94,AP,20001129,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,19,AP,19761129,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,33,AP,19800225,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,86,AP,19910326,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,25,AP,19760713,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,78,AP,19860227,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,92,AP,19961011,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,17,AP,19760511,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,31,AP,19780324,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,84,AP,19890726,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,76,AP,19850703,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,90,AP,19940930,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,15,AP,19750925,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,68,AP,19840316,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,82,AP,19870725,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,21,AP,19760701,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,74,AP,19850613,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,13,AP,19750710,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,58,AP,19810826,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,72,AP,19840228,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,64,AP,19830711,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,56,AP,19810508,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,70,AP,19850828,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,107,AP,20190822,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,48,AP,19800618,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,54,AP,19810629,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ORIG,1,AP,19701209,TYPE 5
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,105,AP,20130910,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,46,AP,19800222,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,60,AP,19811109,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,38,AP,19780807,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,52,AP,19800731,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,36,AP,19781103,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,50,AP,19810416,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,28,AP,19770606,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,42,AP,19790802,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,95,AP,19991124,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,34,AP,19780322,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,87,AP,19910429,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,26,AP,19761013,LABELING
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,40,AP,19781012,MANUF (CMC)
BAXTER HLTHCARE,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SUPPL,93,AP,19970429,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,SUPPL,5,AP,20000107,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,SUPPL,3,AP,19961022,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,SUPPL,1,AP,19951109,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,SUPPL,8,AP,20010322,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,SUPPL,6,AP,20000107,LABELING
HOSPIRA,MORPHINE SULFATE,SUPPL,4,AP,19961003,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,SUPPL,20,AP,20200210,LABELING
HOSPIRA,MORPHINE SULFATE,SUPPL,10,AP,20021025,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,SUPPL,9,AP,20010322,MANUF (CMC)
HOSPIRA,MORPHINE SULFATE,ORIG,1,AP,19920930,
HOSPIRA,MORPHINE SULFATE,SUPPL,7,AP,19990722,MANUF (CMC)
HOSPIRA,LORAZEPAM,SUPPL,4,AP,19981209,LABELING
HOSPIRA,LORAZEPAM,SUPPL,2,AP,19981209,MANUF (CMC)
HOSPIRA,LORAZEPAM,ORIG,1,AP,19940527,
HOSPIRA,LORAZEPAM,SUPPL,3,AP,19980224,LABELING
ACTAVIS MID ATLANTIC,M-ZOLE 7 DUAL PACK,SUPPL,6,AP,20021121,LABELING
ACTAVIS MID ATLANTIC,M-ZOLE 7 DUAL PACK,SUPPL,4,AP,20001229,MANUF (CMC)
ACTAVIS MID ATLANTIC,M-ZOLE 7 DUAL PACK,SUPPL,2,AP,19990430,MANUF (CMC)
ACTAVIS MID ATLANTIC,M-ZOLE 7 DUAL PACK,ORIG,1,AP,19970717,
ACTAVIS MID ATLANTIC,M-ZOLE 7 DUAL PACK,SUPPL,5,AP,20020108,MANUF (CMC)
ACTAVIS MID ATLANTIC,M-ZOLE 7 DUAL PACK,SUPPL,3,AP,20000209,LABELING
ACTAVIS MID ATLANTIC,M-ZOLE 7 DUAL PACK,SUPPL,1,AP,19981001,LABELING
SANDOZ,ALPRAZOLAM,SUPPL,8,AP,20020419,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,10,AP,20020318,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,6,AP,20011010,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,4,AP,20000201,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,19,AP,20141031,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,25,AP,20191231,LABELING
SANDOZ,ALPRAZOLAM,SUPPL,17,AP,20080228,LABELING
SANDOZ,ALPRAZOLAM,SUPPL,21,AP,20121129,LABELING
SANDOZ,ALPRAZOLAM,SUPPL,9,AP,20020318,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,11,AP,20021209,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,7,AP,20011119,LABELING
SANDOZ,ALPRAZOLAM,SUPPL,5,AP,20010216,LABELING
SANDOZ,ALPRAZOLAM,SUPPL,3,AP,19991115,MANUF (CMC)
SANDOZ,ALPRAZOLAM,SUPPL,1,AP,19980806,MANUF (CMC)
SANDOZ,ALPRAZOLAM,ORIG,1,AP,19980325,
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,3,AP,20020820,MANUF (CMC)
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,1,AP,20021217,MANUF (CMC)
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,8,AP,20180918,REMS
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,6,AP,20151120,LABELING
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,12,AP,20241031,REMS
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,10,AP,20240212,LABELING
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,2,AP,20021217,LABELING
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,9,AP,20240212,LABELING
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,7,AP,20240212,LABELING
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,13,AP,20250509,LABELING
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",ORIG,1,AP,20011130,
LGM PHARMA,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",SUPPL,11,AP,20240212,LABELING
DASH PHARMS,DESLORATADINE,ORIG,1,AP,20120210,
DASH PHARMS,DESLORATADINE,SUPPL,6,AP,20191003,LABELING
DASH PHARMS,DESLORATADINE,SUPPL,4,AP,20191003,LABELING
PRINSTON INC,NEVIRAPINE,SUPPL,5,AP,20200629,LABELING
PRINSTON INC,NEVIRAPINE,SUPPL,3,AP,20200629,LABELING
PRINSTON INC,NEVIRAPINE,ORIG,1,AP,20120522,
PRINSTON INC,NEVIRAPINE,SUPPL,6,AP,20240108,LABELING
PRINSTON INC,NEVIRAPINE,SUPPL,2,AP,20150120,LABELING
HIKMA PHARMS,GLIMEPIRIDE,ORIG,1,AP,20130801,
ACTAVIS ELIZABETH,MIRTAZAPINE,ORIG,1,AP,20030620,
RANBAXY LABS LTD,FOSINOPRIL SODIUM,ORIG,1,AP,20040423,
NESHER PHARMS,FLUTICASONE PROPIONATE,ORIG,1,AP,20040910,
SUN PHARM INDS LTD,LORATADINE REDIDOSE,SUPPL,6,AP,20140126,LABELING
SUN PHARM INDS LTD,LORATADINE REDIDOSE,SUPPL,10,AP,20200303,LABELING
SUN PHARM INDS LTD,LORATADINE REDIDOSE,ORIG,1,AP,20070411,
COSETTE,ROPINIROLE HYDROCHLORIDE,ORIG,1,AP,20080505,
COSETTE,ROPINIROLE HYDROCHLORIDE,SUPPL,8,AP,20200303,LABELING
COSETTE,ROPINIROLE HYDROCHLORIDE,SUPPL,4,AP,20091117,LABELING
COSETTE,ROPINIROLE HYDROCHLORIDE,SUPPL,2,AP,20080519,LABELING
IMPAX LABS INC,LEVALBUTEROL HYDROCHLORIDE,ORIG,1,AP,20080409,
IMPAX LABS INC,LEVALBUTEROL HYDROCHLORIDE,SUPPL,3,AP,20171227,LABELING
ACTAVIS ELIZABETH,ALPRAZOLAM,SUPPL,18,AP,20230623,LABELING
ACTAVIS ELIZABETH,ALPRAZOLAM,SUPPL,20,AP,20230623,LABELING
ACTAVIS ELIZABETH,ALPRAZOLAM,ORIG,1,AP,20070213,
ACTAVIS ELIZABETH,ALPRAZOLAM,SUPPL,21,AP,20230623,LABELING
ACTAVIS ELIZABETH,ALPRAZOLAM,SUPPL,11,AP,20111122,LABELING
SUPERPHARM,CHLORDIAZEPOXIDE HYDROCHLORIDE,ORIG,1,AP,19850425,
SUPERPHARM,CHLORDIAZEPOXIDE HYDROCHLORIDE,SUPPL,2,AP,19880615,LABELING
IMPAX LABS,HYDROCHLOROTHIAZIDE,ORIG,1,AP,19770819,
SANDOZ,PROPOXYPHENE COMPOUND 65,SUPPL,176,AP,19830916,MANUF (CMC)
SANDOZ,PROPOXYPHENE COMPOUND 65,ORIG,1,AP,19701222,
SANDOZ,PROPOXYPHENE COMPOUND 65,SUPPL,177,AP,19830916,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,48,AP,20000107,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,46,AP,19981209,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,38,AP,19940224,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,36,AP,19920131,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,50,AP,20010322,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,28,AP,19880307,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,34,AP,19910702,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,26,AP,19870720,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,40,AP,19960920,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,32,AP,19900803,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,30,AP,19890824,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,67,AP,20140514,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,59,AP,20080702,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,71,AP,20230912,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,49,AP,20010322,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,47,AP,20000107,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,39,AP,19940715,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,45,AP,19961003,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,ORIG,1,AP,19810519,
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,37,AP,19930112,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,51,AP,20021025,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,29,AP,19881129,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,43,AP,19961022,MANUF (CMC)
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,35,AP,19910614,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,27,AP,19870922,LABELING
HOSPIRA,DOPAMINE HYDROCHLORIDE,SUPPL,41,AP,19951102,MANUF (CMC)
